food_name,energy_kcal ,fat_g,saturates_g,carbohydrate_g,sugars_g,starch_g,fibre_g,protein_g,salt_g
"Crumble, vegetable, with white sauce, homemade",166,7.9,2.70,17.8,3.8,13.9,1.9,5.1,0.21
"Crumble, vegetable, with white sauce, wholemeal, homemade",174,7.9,2.66,18.9,4.5,14.4,2.4,5.6,0.37
"Crumble, with pie filling, homemade",209,6.6,N,34.9,18.7,16.2,0.7,2.0,0.24
"Crumpets, toasted",211,1.0,0.10,41.5,3.0,38.5,3.1,7.5,2.57
"Cucumber, raw, flesh and skin",16,0.6,0.20,1.2,1.2,0.0,0.7,1.0,0.01
Cumin seeds,458,22.3,1.54,41.3,2.3,39.0,10.5,17.8,0.42
"Curly kale, boiled in unsalted water",33,1.3,0.24,1.0,0.9,0.1,3.5,2.7,0.02
"Curly kale, raw",41,1.6,0.20,1.4,1.3,0.1,3.8,3.4,0.11
"Currant buns, retail",289,5.6,1.86,49.3,16.1,33.3,2.9,8.8,0.58
"Currant buns, toasted",321,6.2,2.07,54.9,17.9,37.0,3.2,9.8,0.65
Currants,288,0.4,0.06,67.7,67.7,0.0,1.9,2.3,0.04
"Curry leaves, fresh",112,1.3,0.27,12.1,2.0,10.1,10.3,7.9,0.05
Curry paste,266,21.3,1.70,10.6,6.7,3.9,6.8,4.7,3.80
Curry powder,296,10.8,1.75,23.7,0.6,23.1,33.2,9.5,1.13
"Curry powder, mixed flavours",370,13.9,2.25,31.5,0.8,30.7,33.2,13.1,1.00
"Curry, almond, homemade",342,33.4,14.15,2.8,1.0,1.8,1.9,6.5,0.13
"Curry, beef and spinach, homemade",100,4.4,1.28,3.4,2.7,0.4,0.8,11.4,0.09
"Curry, beef, homemade",213,15.4,2.61,0.8,0.6,0.2,0.1,17.8,0.14
"Curry, beef, reduced fat, homemade",145,7.1,2.26,1.1,0.7,0.2,1.0,18.8,0.16
"Curry, beef, retail, reheated",142,6.6,3.10,6.1,4.4,1.6,2.4,13.5,0.48
"Curry, beef, retail, reheated, with rice",150,4.6,1.90,16.7,2.6,14.2,1.8,9.6,0.43
"Curry, bhindi subji, homemade",87,4.6,0.40,4.9,4.3,0.5,7.2,2.9,1.09
"Curry, black gram, whole and red kidney bean, homemade",N,5.0,0.36,6.9,1.2,5.7,N,4.5,0.07
"Curry, black gram, whole, Bengali, homemade",N,2.8,1.62,7.3,1.6,5.7,N,4.4,0.08
"Curry, black gram, whole, Gujerati, homemade",N,6.7,3.96,13.1,2.5,10.6,N,8.4,0.18
"Curry, black-eye bean, homemade",140,4.4,0.44,15.6,1.0,14.6,2.8,8.1,0.06
"Curry, black-eye bean, Punjabi, homemade",114,4.0,2.50,12.3,1.0,10.9,2.4,6.0,N
"Curry, Bombay potato, homemade",122,6.7,0.48,12.6,1.2,11.5,1.9,1.9,0.04
"Curry, cabbage, masala, homemade",88,4.9,0.33,7.6,6.3,1.4,3.2,1.8,0.06
"Curry, cauliflower and potato, homemade",58,2.0,0.19,6.4,3.0,3.5,2.1,2.6,0.03
"Curry, chick pea dahl and spinach, with butter, homemade",N,12.0,6.69,11.0,1.0,10.0,N,6.4,0.34
"Curry, chick pea dahl and spinach, with vegetable oil, homemade",N,14.2,0.98,10.9,0.9,10.0,N,6.3,0.11
"Curry, chick pea dhal, homemade",N,6.1,0.68,15.1,1.9,13.3,N,7.9,0.08
"Curry, chick pea, UK type, homemade",112,3.5,0.28,12.5,2.7,9.8,3.3,5.9,0.03
"Curry, chick pea, whole and potato, homemade",119,5.4,0.72,10.7,1.4,9.3,2.4,5.8,0.04
"Curry, chick pea, whole and tomato, Gujerati, with butter ghee, homemade",237,14.4,7.63,17.1,3.6,13.5,4.2,7.8,0.04
"Curry, chick pea, whole and tomato, Gujerati, with vegetable oil, homemade",240,14.7,1.03,17.1,3.6,13.5,4.2,7.7,0.04
"Curry, chick pea, whole and tomato, Punjabi, with butter, homemade",112,4.3,2.00,11.3,1.1,9.8,2.9,5.6,N
"Curry, chick pea, whole and tomato, Punjabi, with vegetable oil, homemade",118,4.9,0.50,11.3,1.1,9.8,2.9,5.6,N
"Curry, chick pea, whole, Gujerati type, homemade",N,7.6,0.59,18.6,1.1,17.5,4.7,9.7,0.11
"Curry, chicken balti, retail",109,5.0,0.89,4.5,3.3,1.2,2.0,10.5,0.65
"Curry, chicken korma, homemade",122,5.1,1.15,4.0,2.7,1.3,0.7,14.6,0.17
"Curry, chicken tandoori, retail, reheated",216,10.8,3.30,2.0,1.1,0.9,0.8,27.4,N
"Curry, chicken tikka masala, retail, reheated",160,9.8,3.30,4.7,3.5,1.2,1.4,12.5,0.55
"Curry, chicken vindaloo, homemade",196,12.5,1.19,1.9,1.7,0.3,0.7,18.6,0.16
"Curry, chicken vindaloo, reduced fat, homemade",124,4.1,0.42,2.0,1.7,0.4,0.3,19.7,0.17
"Curry, chicken, average, retail, reheated",153,8.9,4.00,5.3,4.4,0.9,1.5,12.1,0.60
"Curry, chicken, average, retail, reheated with rice",157,5.8,2.34,16.8,2.5,14.4,1.3,8.6,0.50
"Curry, chicken, average, takeaway",149,9.8,2.87,2.4,1.2,1.1,2.2,11.8,0.89
"Curry, chicken, made with cook-in sauce",148,5.4,1.00,5.3,3.8,1.5,1.5,18.7,0.62
"Curry, chicken, Thai green, takeaway and restaurant",124,8.7,5.29,1.4,0.5,0.9,2.6,8.8,1.38
"Curry, courgette and potato, homemade",98,5.9,0.35,8.8,1.8,7.0,1.2,1.9,0.01
"Curry, dudhi, kofta, homemade",N,6.9,1.87,N,N,N,N,2.6,0.01
"Curry, egg and potato, homemade",139,9.3,1.58,5.7,1.5,4.2,1.1,7.5,0.21
"Curry, egg, in sweet sauce, UK type, homemade",113,7.3,1.90,5.0,3.3,1.7,0.8,6.4,0.17
"Curry, egg, with butter, homemade",134,10.6,5.56,3.5,3.3,0.3,1.4,5.4,0.33
"Curry, egg, with rapeseed oil, homemade",148,12.2,1.46,3.5,3.3,0.3,1.4,5.3,0.16
"Curry, fish and vegetable, Bangladeshi, homemade",121,8.7,N,1.2,1.1,0.1,0.5,9.1,N
"Curry, fish, Bangladeshi, homemade",129,8.0,0.78,1.5,1.2,0.0,0.8,12.4,N
"Curry, fish, homemade",143,9.6,1.72,1.9,1.9,0.0,2.1,11.3,1.08
"Curry, green bean, masala, homemade",142,12.5,0.87,4.2,2.5,1.6,3.1,1.8,0.04
"Curry, haddock, Bengali, homemade",258,22.0,13.78,3.1,3.1,0.1,1.1,11.4,0.60
"Curry, herring, Bengali, homemade",327,29.6,15.89,3.1,3.1,0.1,1.1,11.4,0.68
"Curry, karela, homemade",111,9.7,1.38,3.7,3.3,0.5,1.2,1.6,0.01
"Curry, lamb biryani, homemade",186,9.2,1.79,18.2,1.6,16.6,0.6,7.2,0.05
"Curry, lamb biryani, reduced fat, homemade",141,3.7,1.28,19.0,1.6,17.5,0.6,7.5,0.05
"Curry, lamb rogan josh, homemade",156,9.1,3.58,3.1,2.9,0.3,1.8,14.4,0.11
"Curry, lamb vindaloo, homemade",209,12.9,5.06,3.0,2.7,0.4,0.9,19.8,0.15
"Curry, lamb, made with cook-in sauce",245,17.7,7.13,5.3,3.8,1.5,1.5,15.5,0.58
"Curry, lentil, red/masoor dahl and mung bean dahl, homemade",N,6.7,0.48,8.4,0.9,7.5,N,4.8,0.05
"Curry, lentil, red/masoor dahl and tomato, Punjabi, homemade",95,5.5,2.41,7.6,2.4,5.2,1.3,3.2,0.05
"Curry, lentil, red/masoor dahl and tomato, with butter, homemade",103,5.3,3.18,9.1,1.2,7.9,1.0,4.3,0.14
"Curry, lentil, red/masoor dahl and tomato, with vegetable oil, homemade",112,6.3,0.45,9.1,1.2,7.9,1.0,4.3,0.03
"Curry, lentil, red/masoor dahl and vegetable, UK type, homemade",111,3.8,0.30,12.7,2.4,10.4,1.8,5.7,0.03
"Curry, lentil, red/masoor dahl, mung bean dahl and tomato, homemade",95,4.3,0.50,8.8,0.7,7.7,1.6,4.4,N
"Curry, lentil, red/masoor dahl, Punjabi, homemade",139,4.6,0.35,16.3,3.8,12.5,2.0,7.1,0.14
"Curry, lentil, red/masoor dahl, with butter, homemade",159,6.6,3.93,16.3,2.1,14.2,1.9,7.6,0.19
"Curry, lentil, red/masoor dahl, with vegetable oil, homemade",170,7.9,0.57,16.3,2.1,14.2,1.9,7.6,0.05
"Curry, lentil, whole/masoor, Gujerati, homemade",135,5.3,3.63,14.6,3.0,11.5,1.6,6.5,0.14
"Curry, lentil, whole/masoor, Punjabi, homemade",146,8.3,0.58,11.5,1.3,10.3,1.3,5.6,0.07
"Curry, mung bean dahl and spinach, homemade",N,2.9,0.30,10.6,2.9,7.7,N,7.8,0.38
"Curry, mung bean dahl and tomato, homemade",102,3.6,0.40,10.4,0.9,8.9,2.6,5.6,N
"Curry, mung bean dahl, Bengali, homemade",N,3.4,2.03,6.0,0.4,5.6,N,4.2,0.11
"Curry, mung bean, whole and turnip leaves, homemade",N,14.4,7.49,4.7,0.2,4.5,N,4.4,0.25
"Curry, mung bean, whole, Gujerati, homemade",127,5.9,0.45,11.1,2.4,8.6,2.7,6.0,0.02
"Curry, mung bean, whole, Punjabi, homemade",74,2.8,1.64,7.2,0.9,6.3,1.9,4.2,0.58
"Curry, pea and potato, homemade",147,11.0,0.80,8.2,2.5,5.6,2.8,2.4,0.07
"Curry, pigeon pea dahl and tomato, homemade",58,2.2,0.18,6.5,1.4,5.1,1.1,2.4,0.03
"Curry, pigeon pea dahl with tomatoes and peanuts, homemade",123,3.3,0.48,14.8,1.0,13.8,3.0,7.1,0.03
"Curry, pigeon pea dahl, with butter, homemade",112,4.7,2.66,11.8,1.9,9.9,2.1,4.6,0.15
"Curry, pigeon pea dahl, with vegetable oil, homemade",119,5.5,0.42,11.8,1.9,9.9,2.1,4.6,0.06
"Curry, potato and pea, homemade",92,3.7,0.28,10.4,3.5,6.9,3.1,2.8,0.08
"Curry, potato, Gujerati, homemade",101,5.4,0.38,10.8,2.0,8.8,1.4,1.4,0.06
"Curry, potato, Punjabi, homemade",96,4.0,2.45,12.3,2.3,10.0,2.0,1.8,0.12
"Curry, prawn and mushroom, homemade",166,14.3,1.01,2.3,1.8,0.5,1.1,6.5,0.18
"Curry, Prawn bhuna, takeaway",125,8.7,1.40,1.7,1.2,0.5,2.5,8.6,0.80
"Curry, Prawn madras, takeaway",120,8.3,1.40,2.4,1.2,1.2,2.4,7.8,0.75
"Curry, prawn, takeaway",123,8.5,1.40,2.2,1.4,0.8,2.5,8.2,0.78
"Curry, red kidney and mung bean, whole, homemade",154,12.1,3.04,6.3,0.3,6.0,2.1,3.9,0.09
"Curry, red kidney bean, Gujerati, homemade",109,6.1,0.43,8.0,2.2,5.8,2.8,4.0,0.01
"Curry, red kidney bean, Punjabi, homemade",113,5.6,0.60,9.2,1.1,7.1,3.8,4.7,N
"Curry, spinach and potato, masala, homemade",114,8.2,0.57,6.9,4.9,2.1,1.7,2.3,0.09
"Curry, Thai, stir-fry vegetable, takeaway and restaurant",108,8.2,3.97,3.1,1.6,1.5,3.1,3.8,1.43
"Curry, tinda gourd and potato, homemade",N,3.9,0.56,7.6,3.3,4.3,N,1.6,0.11
"Curry, vegetable, frozen mixed vegetables, homemade",N,6.1,0.40,6.3,2.8,3.5,N,2.6,0.06
"Curry, vegetable, in sweet sauce, UK type, homemade",53,2.1,0.51,6.5,3.9,2.6,1.3,1.3,0.02
"Curry, vegetable, Islami, homemade",84,4.6,0.31,7.4,4.0,3.5,1.8,2.3,0.07
"Curry, vegetable, Pakistani, homemade",69,2.6,0.90,8.1,3.7,4.4,2.2,2.3,0.06
"Curry, vegetable, ready meal, without rice, cooked",98,6.0,1.89,8.0,3.4,4.5,1.8,2.1,0.50
"Curry, vegetable, retail, with rice",126,4.1,1.16,18.5,1.9,16.6,1.5,3.1,0.44
"Curry, vegetable, West Indian, homemade",66,4.0,0.37,3.7,2.1,1.6,3.1,2.3,0.14
"Curry, vegetable, with yogurt, UK type, homemade",N,4.0,0.39,3.8,3.5,0.3,N,2.2,0.04
"Custard apple/Bullock's heart, flesh only",78,0.4,0.23,15.8,14.7,1.1,2.4,1.5,0.01
Custard powder,343,0.7,0.10,83.6,0.0,83.6,0.0,0.6,0.95
"Custard, confectioners'",155,3.8,1.52,23.4,18.0,5.4,0.3,6.7,0.19
"Custard, egg",96,3.4,1.57,10.4,10.4,0.0,0.0,5.9,0.18
"Custard, made up with semi-skimmed milk",95,2.0,1.24,15.4,10.8,4.6,0.0,3.9,0.17
"Custard, made up with skimmed milk",81,0.3,0.16,15.5,10.9,4.6,0.0,4.0,0.17
"Custard, made up with whole milk",114,4.2,2.64,15.2,10.6,4.6,0.0,3.9,0.17
"Custard, ready to eat, canned and tetra-pak",98,2.9,1.89,15.4,12.2,3.2,0.0,2.7,0.10
"Cuttlefish, raw",71,0.7,0.20,0.0,0.0,0.0,0.0,16.1,0.93
"Dab, raw",74,1.2,0.16,0.0,0.0,0.0,0.0,15.7,0.19
"Dahl, mixed, homemade",65,0.7,0.08,8.2,0.5,7.7,3.1,4.9,0.59
"Dal Dhokari, homemade",N,3.3,0.51,17.3,1.0,16.0,N,5.8,0.86
"Damsons, flesh and skin, raw",47,0.0,0.00,9.6,9.6,0.0,1.8,0.5,0.01
"Damsons, flesh and skin, raw, weighed with stones",43,0.0,0.00,8.7,8.7,0.0,1.6,0.4,0.01
"Damsons, stewed with sugar",83,0.0,0.00,18.9,18.9,0.0,1.5,0.4,0.00
"Damsons, stewed with sugar, weighed with stones",75,0.0,0.00,17.2,17.2,0.0,1.4,0.4,0.00
"Damsons, stewed without sugar",42,0.0,0.00,8.7,8.7,0.0,1.6,0.4,0.00
"Damsons, stewed without sugar, weighed with stones",38,0.0,0.00,7.9,7.9,0.0,1.5,0.4,0.00
"Dates, dried, flesh and skin",264,0.6,0.30,58.6,58.0,0.6,7.5,2.4,0.03
"Dates, dried, flesh and skin, weighed with stones",222,0.5,0.25,49.2,48.7,0.5,6.3,2.0,0.02
"Dates, raw, flesh and skin",139,0.1,0.00,31.3,31.3,0.0,3.6,1.5,0.02
"Dates, raw, flesh and skin, weighed with stones",120,0.1,0.00,26.9,26.9,0.0,3.0,1.3,0.02
"Desserts, dairy, chocolate",215,10.7,6.26,25.3,22.9,2.5,0.0,4.3,0.19
"Devilled kidneys, homemade",131,7.7,3.09,1.4,1.3,0.1,0.3,14.0,0.47
Dill seeds,373,14.5,0.70,34.1,30.4,3.7,21.1,16.0,0.05
"Dill, dried",311,4.4,0.23,41.1,36.9,4.2,13.6,19.9,0.53
"Dill, fresh",30,0.8,0.06,0.9,0.8,0.1,2.5,3.7,0.07
"Dips, sour-cream based, assorted flavours",N,37.0,N,2.0,2.0,0.0,N,2.9,0.83
"Dips, sour-cream based, reduced fat",178,15.2,4.40,6.3,2.7,3.6,0.1,3.8,0.38
Doner kebab in pitta bread with salad,249,16.0,7.54,11.4,1.0,10.5,0.9,14.3,N
"Doner kebabs, meat only",377,31.4,14.98,0.0,0.0,0.0,0.0,23.5,N
"Dosa, filling, vegetable, homemade",105,6.3,0.74,9.4,3.9,4.7,1.5,1.9,1.12
"Doughnuts, ring, iced",420,25.7,14.14,39.4,15.5,23.8,2.7,6.4,0.82
"Doughnuts, with jam",328,13.1,4.96,45.8,20.1,25.6,1.7,5.9,1.01
"Dover sole, raw",89,1.8,0.33,0.0,0.0,0.0,0.0,18.1,0.25
"Dressing, blue cheese",372,35.9,6.59,9.6,7.7,1.9,1.3,1.9,2.10
"Dressing, French",324,32.2,N,7.9,3.4,4.5,0.5,0.3,1.50
"Dressing, French, fat free",35,0.0,0.00,8.3,8.2,0.1,0.5,0.1,2.98
"Dressing, French, homemade",675,74.9,10.73,0.2,0.2,0.0,0.0,0.1,0.00
"Dressing, oil and lemon, homemade",665,72.4,4.79,3.3,3.3,0.0,0.1,0.1,0.00
"Dressing, thousand island",211,16.4,2.04,15.1,12.8,2.3,0.4,0.7,1.18
"Dressing, yogurt, homemade",62,2.7,1.73,4.1,4.1,0.0,0.1,5.2,0.18
Dried mixed fruit,290,0.4,0.08,67.9,67.9,0.0,2.9,2.3,0.12
"Drinking chocolate powder, made up with semi-skimmed milk",75,2.0,1.26,10.2,10.2,0.0,0.8,3.6,0.15
"Drinking chocolate powder, made up with skimmed milk",64,0.7,0.40,10.3,10.3,0.0,0.8,3.7,0.15
"Drinking chocolate powder, made up with whole milk",90,3.8,2.38,10.1,10.1,0.0,0.8,3.6,0.14
"Drinking chocolate, powder",400,5.8,3.41,75.9,74.0,0.0,9.3,6.4,0.57
"Drinking chocolate, powder, reduced fat",378,2.3,1.35,78.2,78.2,0.0,9.3,6.4,0.57
"Dripping, beef",891,99.0,50.62,0.0,0.0,0.0,0.0,0.0,0.01
"Drumstick leaves, boiled in unsalted water",86,1.0,0.56,10.1,0.0,10.1,4.9,6.6,0.02
"Drumstick leaves, raw",86,1.5,0.56,8.4,0.0,8.4,4.9,7.4,0.01
"Drumstick pods, boiled in unsalted water",40,0.2,0.00,5.6,3.0,1.3,3.5,2.3,0.11
"Drumstick pods, raw",43,0.2,0.00,6.7,3.6,3.1,2.6,2.3,0.11
"Duck a l'orange, excluding fat and skin, homemade",119,6.5,2.62,3.5,0.9,2.6,0.0,11.2,0.64
"Duck a l'orange, including fat and skin, homemade",235,20.0,6.54,3.3,0.9,2.5,0.0,9.8,0.60
"Duck with pineapple, homemade",313,25.5,7.62,6.2,4.7,1.5,0.3,13.9,0.66
"Duck, crispy, chinese style, meat and skin",330,24.2,7.20,0.3,0.0,0.0,0.0,27.9,1.13
"Duck, meat only, raw",137,6.5,2.00,0.0,0.0,0.0,0.0,19.7,0.28
"Duck, raw, meat only, weighed with fat, skin and bone",38,1.8,0.60,0.0,0.0,0.0,0.0,5.5,0.08
"Duck, raw, meat, fat and skin",388,37.3,10.70,0.0,0.0,0.0,0.0,13.1,0.18
"Duck, roasted, meat only",195,10.4,3.30,0.0,0.0,0.0,0.0,25.3,0.24
"Duck, roasted, meat only, weighed with fat, skin and bone",41,2.2,0.70,0.0,0.0,0.0,0.0,5.3,0.05
"Duck, roasted, meat, fat and skin",423,38.1,11.40,0.0,0.0,0.0,0.0,20.0,0.22
"Dumplings, homemade",211,11.7,6.63,23.0,0.1,22.9,1.2,2.9,0.35
"Durian, flesh only",138,1.4,0.50,27.9,23.2,4.7,2.1,2.4,0.00
"Eccles cakes, retail",379,18.3,9.40,47.0,33.6,13.4,3.6,4.8,0.55
"Eel, conger, flesh only, grilled",139,5.5,1.48,0.0,0.0,0.0,0.0,22.3,0.15
"Eel, conger, flesh only, grilled, weighed with bones and skin",72,2.9,0.77,0.0,0.0,0.0,0.0,11.6,0.08
"Eel, conger, flesh only, raw",115,4.6,1.24,0.0,0.0,0.0,0.0,18.5,0.13
"Eel, yellow, raw",168,11.3,2.90,0.0,0.0,0.0,0.0,16.6,0.22
Egg fu yung,235,19.3,2.47,2.5,1.9,0.6,1.2,10.8,0.63
"Egg nog, homemade",98,2.3,1.08,9.1,9.1,0.0,0.0,4.0,0.13
"Eggs, chicken, scrambled, with semi-skimmed milk",238,21.2,10.82,0.7,0.7,0.0,0.1,11.0,0.63
"Eggs, chicken, white, boiled",52,0.0,0.00,0.0,0.0,0.0,0.0,13.0,0.38
"Eggs, chicken, white, dried",327,0.0,0.00,0.0,0.0,0.0,0.0,81.6,3.50
"Eggs, chicken, white, raw",43,0.0,0.00,0.0,0.0,0.0,0.0,10.8,0.46
"Eggs, chicken, whole, boiled",143,9.6,2.70,0.0,0.0,0.0,0.0,14.1,0.38
"Eggs, chicken, whole, dried",507,34.7,9.73,0.0,0.0,0.0,0.0,48.8,1.48
"Eggs, chicken, whole, fried in sunflower oil",200,15.7,3.35,0.0,0.0,0.0,0.0,14.7,0.43
"Eggs, chicken, whole, fried, without fat",167,11.4,3.20,0.0,0.0,0.0,0.0,16.1,0.49
"Eggs, chicken, whole, poached",149,10.6,3.00,0.0,0.0,0.0,0.0,13.3,0.30
"Eggs, chicken, whole, raw",132,9.0,2.52,0.0,0.0,0.0,0.0,12.6,0.39
"Eggs, chicken, whole, scrambled, without milk",152,10.4,2.92,0.0,0.0,0.0,0.0,14.6,0.45
"Eggs, chicken, yolk, boiled",360,32.6,9.21,0.0,0.0,0.0,0.0,16.7,0.13
"Eggs, chicken, yolk, raw",347,31.3,8.81,0.0,0.0,0.0,0.0,16.4,0.13
"Eggs, duck, boiled and salted",198,15.5,3.80,0.0,0.0,0.0,0.0,14.6,4.23
"Eggs, duck, whole, raw",163,11.8,2.90,0.0,0.0,0.0,0.0,14.3,0.30
"Eggs, quail, whole, raw",151,11.1,3.10,0.0,0.0,0.0,0.0,12.9,0.35
"Eggs, turkey, whole, raw",165,12.2,3.70,0.0,0.0,0.0,0.0,13.8,0.38
"Elderberries, whole fruit",48,0.5,0.03,6.5,6.5,0.0,6.8,0.7,0.00
"Enchiladas, beef, homemade",153,8.2,3.49,9.8,2.4,7.5,0.5,9.7,0.49
"Endive, raw",17,0.2,0.10,1.0,1.0,0.0,2.2,1.8,0.03
"Energy drink, carbonated",44,0.0,0.00,11.1,11.1,0.0,0.0,0.0,0.15
"Faggots in gravy, retail, reheated",147,7.5,2.50,11.6,1.7,9.8,0.2,8.2,1.35
"Fajita, chicken, meat only, takeaway and restaurant",127,6.3,2.12,0.3,0.0,0.2,0.8,16.8,0.84
"Falafel, fried in rapeseed oil, homemade",188,11.2,0.74,13.2,2.6,10.5,4.5,6.4,0.17
"Fat spread, low fat (26-39%), not polyunsaturated, including dairy type",354,39.0,9.76,0.7,0.4,0.3,0.0,0.1,1.73
"Fat spread, low fat (26-39%), not polyunsaturated, with olive oil",353,38.9,8.90,0.5,0.5,0.0,0.0,0.1,1.22
"Fat spread, low fat (26-39%), polyunsaturated",339,36.9,8.55,1.8,1.2,0.5,0.0,0.0,1.21
"Fat spread, reduced fat (41-62%), not polyunsaturated",552,60.6,15.61,1.2,1.2,0.0,0.0,0.4,1.72
"Fat spread, reduced fat (41-62%), not polyunsaturated, with olive oil",537,59.1,13.22,1.0,1.0,0.0,0.0,0.2,1.38
"Fat spread, reduced fat (41-62%), polyunsaturated",533,59.2,13.21,0.0,0.0,0.0,0.0,0.0,1.50
"Fat spread, reduced fat (62-75%), not polyunsaturated",660,73.2,24.35,0.0,0.0,0.0,0.0,0.3,1.87
"Fat spread, reduced fat (62-75%), polyunsaturated",620,68.5,15.00,0.6,0.6,0.0,0.0,0.4,1.50
"Feijoa, flesh only",55,0.5,0.10,8.5,8.2,0.3,6.4,0.9,0.01
Fennel seeds,360,14.9,0.50,20.7,12.5,8.2,39.8,15.8,0.22
"Fennel, Florence, boiled in unsalted water",19,0.2,0.00,1.5,1.4,0.1,3.3,0.9,0.03
"Fennel, Florence, raw",20,0.2,0.00,1.8,1.7,0.1,3.1,0.9,0.03
"Fenugreek leaves, raw",49,0.2,0.05,4.6,2.8,1.8,4.9,4.6,0.19
Fenugreek seeds,274,7.4,1.10,4.3,0.6,3.7,47.6,23.8,0.11
Fig Rolls,376,10.6,4.76,63.6,42.7,20.9,3.9,4.6,0.68
"Figs, dried, stewed with sugar",163,0.8,0.09,34.1,34.1,0.0,5.3,1.9,0.08
"Figs, dried, stewed without sugar",146,0.9,0.10,29.4,29.4,0.0,5.6,2.0,0.09
"Figs, ready-to-eat, semi-dried",218,1.2,0.13,43.3,43.3,0.0,10.0,3.1,0.28
"Figs, whole fruit, dried",264,1.6,0.17,52.8,52.8,0.0,11.5,3.6,0.16
"Figs, whole green fruit, raw",50,0.3,0.10,9.6,9.6,0.0,1.5,1.3,0.01
"Fish balls, steamed",72,0.5,N,5.0,0.0,5.0,0.0,11.8,1.88
"Fish fingers, cod, fried in rapeseed oil",242,12.6,1.41,18.1,1.2,16.9,1.8,13.0,0.72
"Fish fingers, cod, fried in sunflower oil",242,12.6,1.60,18.1,1.2,16.9,1.8,13.0,0.72
"Fish fingers, cod, grilled/baked",225,9.2,1.19,20.2,1.4,18.7,2.0,14.3,0.79
"Fish fingers, pollock, grilled",215,9.2,1.23,18.3,1.3,17.0,2.0,13.9,1.00
"Fish fingers, salmon, grilled/baked",249,11.2,1.07,18.9,1.1,17.8,2.0,17.2,0.72
Fish paste,174,10.5,N,3.4,0.5,2.9,2.6,15.3,1.08
"Fishcakes, cod, homemade",235,14.7,1.31,13.8,0.6,13.2,0.7,11.4,0.23
"Fishcakes, salmon, coated in breadcrumbs, baked",247,13.7,2.00,18.6,1.5,17.1,1.7,11.4,0.81
"Fishcakes, salmon, homemade",N,20.5,2.41,13.8,0.6,13.2,N,11.5,0.19
"Fishcakes, white fish, coated in breadcrumbs, baked",208,9.4,1.00,20.6,1.7,18.9,1.7,9.3,0.89
"Flan case, pastry, homemade",529,30.9,10.12,54.1,11.3,42.7,2.3,7.5,0.71
"Flan case, sponge, homemade",296,5.6,1.58,51.0,33.0,18.0,1.0,9.9,0.23
"Flan, cheese and mushroom, homemade",286,19.9,8.94,14.7,2.2,12.5,1.8,11.3,0.64
"Flan, cheese and mushroom, wholemeal, homemade",278,18.1,10.46,15.7,2.3,13.5,2.7,11.8,0.64
"Flan, cheese, onion and potato, homemade",356,26.2,13.33,16.2,0.9,15.4,1.8,13.0,0.97
"Flan, cheese, onion and potato, wholemeal, homemade",347,24.3,14.82,17.2,1.0,16.3,2.7,13.5,0.97
"Flan, lentil and tomato, homemade",169,5.7,2.14,20.9,2.5,18.5,1.8,7.5,0.18
"Flan, lentil and tomato, wholemeal, homemade",166,5.8,2.12,19.4,2.5,16.9,2.6,7.9,0.18
"Flan, pastry, with fruit, homemade",109,3.5,1.14,17.6,11.1,6.5,1.1,1.2,0.09
"Flan, spinach, homemade",211,14.7,5.29,10.4,1.6,8.7,1.4,8.7,0.46
"Flan, spinach, wholemeal, homemade",206,13.4,6.35,11.1,1.7,9.4,2.3,9.1,0.46
"Flan, sponge, with fruit, homemade",107,1.2,0.34,20.5,15.4,5.2,0.9,2.4,0.06
"Flan, vegetable, homemade",233,15.6,6.68,16.3,2.5,13.8,2.5,5.5,0.39
"Flan, vegetable, wholemeal, homemade",196,11.9,7.26,15.1,2.6,12.5,3.1,5.5,0.36
"Flapjacks, homemade",472,24.0,7.45,57.8,33.3,24.5,3.1,4.6,0.68
"Flapjacks, retail",447,22.8,10.25,52.3,28.2,24.1,5.2,5.4,0.49
"Flapjacks, retail, chocolate covered",454,23.5,10.92,52.5,30.3,22.2,5.0,5.6,0.47
"Flounder, flesh only, steamed",101,2.2,0.40,0.0,0.0,0.0,0.0,20.3,0.30
"Flounder, flesh only, steamed, weighed with bones and skin",56,1.2,0.20,0.0,0.0,0.0,0.0,11.4,0.16
"Flounder, raw",82,1.8,0.40,0.0,0.0,0.0,0.0,16.4,0.23
"Flour, chapati, brown",344,1.9,0.29,66.4,1.0,65.4,7.9,11.3,0.04
"Flour, chapati, white",347,1.4,0.35,71.1,0.5,70.6,3.6,10.6,0.01
"Flour, corn",343,0.7,0.10,83.6,0.0,83.6,0.0,0.6,0.03
"Flour, gari (cassava flour)",360,0.2,0.04,86.5,0.0,82.5,4.6,0.8,0.01
"Flour, gram",367,5.4,0.61,52.0,2.2,46.8,10.1,22.6,0.01
"Flour, millet, foxtail",321,1.7,0.26,68.5,1.1,67.4,3.3,6.3,0.05
"Flour, rice",332,0.8,0.14,73.4,0.6,72.8,2.2,6.8,0.01
"Flour, rye",341,1.6,0.22,66.8,1.3,65.5,14.1,7.8,0.01
"Flour, soya",457,22.4,2.74,17.3,6.1,11.2,18.0,37.6,0.00
"Flour, wheat, bread/strong, white",355,1.2,0.31,71.9,0.4,71.5,3.3,12.4,0.01
"Flour, wheat, brown",351,2.0,0.29,66.0,1.0,65.0,7.7,13.4,0.01
