food_code,units,rse_indicator,years,amount
Infant or baby milks - ready to drink,eq ml,Very High,2008,4.0
Infant or baby milks - dried,eq ml,Very High,2008,43.0
Instant dried milk,eq ml,Very High,2008,7.0
Yoghurt and fromage frais,ml,Low,2008,202.0
Yoghurt,ml,Low,2008,180.0
Fromage frais,ml,High,2008,22.0
Other milks and dairy desserts,ml,Medium,2008,98.0
Dairy desserts - not frozen,ml,Medium,2008,40.0
Dried milk products,ml,Very High,2008,2.0
Milk drinks and other milks ,ml,High,2008,28.0
Non-dairy milk substitutes ,ml,Medium,2008,27.0
Cream,ml,Medium,2008,21.0
Cheese,g,Low,2008,111.0
Natural cheese,g,Low,2008,99.0
Hard cheese - cheddar type,g,Low,2008,62.0
Hard cheese - other uk or foreign equivalent,g,High,2008,11.0
Hard cheese - edam or other foreign,g,Medium,2008,7.0
Cottage cheese,g,High,2008,4.0
Soft natural cheese,g,Medium,2008,15.0
Processed cheese,g,Medium,2008,12.0
Carcase meat,g,Low,2008,211.0
Beef and veal,g,Low,2008,111.0
Beef joints - on the bone,g,Very High,2008,1.0
Beef joints - boned,g,High,2008,21.0
Beef steak - less expensive,g,Medium,2008,16.0
Beef steak - more expensive,g,High,2008,21.0
Minced beef,g,Medium,2008,52.0
All other beef and veal,g,Very High,2008,0.0
Mutton and lamb,g,High,2008,45.0
Mutton,g,Very High,2008,1.0
Lamb joints,g,Very High,2008,21.0
Lamb chops,g,High,2008,15.0
All other lamb,g,Very High,2008,8.0
Pork,g,Medium,2008,55.0
Pork joints,g,High,2008,21.0
Pork chops,g,High,2008,12.0
Pork fillets and steaks,g,High,2008,13.0
All other pork,g,High,2008,9.0
Non-carcase meat and meat products,g,Very Low,2008,787.0
Liver,g,Very High,2008,3.0
Ox liver,g,Very High,2008,0.0
Lambs liver,g,Very High,2008,2.0
Pigs liver,g,Very High,2008,1.0
All other liver,g,Very High,2008,0.0
All offal other than liver,g,Very High,2008,2.0
"Bacon and ham, uncooked",g,Medium,2008,63.0
"Bacon and ham joints, uncooked",g,High,2008,18.0
"Bacon and ham rashers, uncooked",g,Low,2008,45.0
"Bacon and ham, cooked",g,Low,2008,45.0
Cooked poultry not purchased in cans,g,Medium,2008,44.0
"Chicken and turkey, cooked",g,Medium,2008,39.0
Takeaway chicken,g,High,2008,5.0
"Corned beef, canned or sliced",g,Medium,2008,10.0
Other cooked meat,g,Medium,2008,12.0
Other canned meat and canned meat products,g,High,2008,29.0
"Chicken, uncooked - whole chicken or chicken pieces",g,Low,2008,183.0
"Other poultry, uncooked (including frozen)",g,High,2008,23.0
"Turkey, uncooked - whole turkey or turkey pieces",g,High,2008,19.0
"Poultry other than chicken or turkey, uncooked",g,Very High,2008,5.0
"Other fresh, chilled and frozen meat",g,Very High,2008,4.0
"Sausages, uncooked - pork",g,Low,2008,58.0
"Sausages, uncooked - beef and other sausages",g,High,2008,4.0
"Meat pies and sausage rolls, ready to eat",g,Medium,2008,23.0
"Meat pies, ready to eat",g,Medium,2008,11.0
"Sausage rolls, ready to eat",g,Medium,2008,12.0
"Meat pies, pasties and puddings, frozen or not frozen",g,Medium,2008,49.0
"Burgers, frozen or not frozen",g,Medium,2008,21.0
Ready meals and convenience meat products,g,Low,2008,145.0
"Complete meat-based ready meals, frozen or not frozen",g,Medium,2008,83.0
"Other convenience meat products, frozen or not frozen",g,Medium,2008,63.0
Pate and delicatessen type sausage,g,Medium,2008,15.0
Pate,g,High,2008,4.0
Delicatessen type sausages,g,Medium,2008,11.0
Meat pastes and spreads,g,Very High,2008,1.0
Takeaway meats,g,Medium,2008,53.0
Takeaway meat pies and pasties,g,Very High,2008,3.0
Takeaway burger and bun,g,High,2008,4.0
Takeaway kebabs,g,High,2008,9.0
Takeaway sausages and saveloys,g,High,2008,2.0
Takeaway meat based meals,g,Medium,2008,34.0
Takeaway miscellaneous meats,g,Very High,2008,0.0
Fish,g,Low,2008,161.0
"White fish, fresh, chilled or frozen",g,High,2008,24.0
"White fish, fresh or chilled",g,High,2008,16.0
"White fish, frozen",g,Very High,2008,8.0
"Herrings and other blue fish, fresh, chilled or frozen",g,High,2008,6.0
"Herrings and other blue fish, fresh or chilled",g,Very High,2008,5.0
"Herrings and other blue fish, frozen",g,Very High,2008,1.0
"Salmon, fresh, chilled or frozen",g,Medium,2008,12.0
"Salmon, fresh or chilled",g,Medium,2008,10.0
"Salmon, frozen",g,Very High,2008,2.0
"Blue fish, dried or salted or smoked",g,High,2008,6.0
"White fish, dried, salted or smoked",g,Very High,2008,4.0
Shellfish,g,High,2008,13.0
"Shellfish, fresh or chilled",g,High,2008,7.0
"Shellfish, frozen",g,High,2008,6.0
Takeaway fish,g,High,2008,9.0
"Salmon, tinned",g,Very High,2008,5.0
Other tinned or bottled fish,g,Medium,2008,28.0
Ready meals and other fish products - frozen or not frozen,g,Medium,2008,51.0
Takeaway fish meals and fish products,g,High,2008,2.0
Takeaway fish products,g,Very High,2008,1.0
Takeaway fish based meals,g,Very High,2008,2.0
Eggs,no.,Low,2008,2.0
Fats,g,Low,2008,184.0
Butter,g,Medium,2008,40.0
Margarine,g,Medium,2008,22.0
Soft margarine,g,Medium,2008,20.0
Other margarine,g,Very High,2008,2.0
"Lard, cooking fat",g,Very High,2008,3.0
Vegetable and salad oils,ml,High,2008,60.0
Olive oil,ml,High,2008,14.0
Other vegetable and salad oils,ml,High,2008,46.0
All other fats,g,Medium,2008,59.0
Reduced fat spreads,g,Medium,2008,40.0
Low fat spreads,g,Very High,2008,11.0
Suet and dripping,g,Very High,2008,1.0
Imitatation cream,g,High,2008,7.0
Sugar and preserves,g,Medium,2008,127.0
Sugar,g,Medium,2008,93.0
Jams and fruit curds,g,Medium,2008,15.0
Marmalade,g,High,2008,10.0
"Syrup, treacle",g,High,2008,3.0
Honey,g,Medium,2008,6.0
"fruit and vegetables, including potatoes",g,Low,2008,3093.0
"vegetables, including potatoes",g,Very Low,2008,1894.0
fresh and processed potatoes,g,Low,2008,776.0
Fresh potatoes,g,Low,2008,535.0
Fresh new potatoes ,g,Medium,2008,81.0
Fresh baking potatoes ,g,Medium,2008,57.0
Other fresh potatoes,g,Medium,2008,396.0
processed potatoes,g,Low,2008,242.0
Chips and takeaway chips,g,Low,2008,138.0
Chips - frozen or not frozen,g,Low,2008,100.0
Takeaway chips,g,Medium,2008,38.0
Instant potato,g,Very High,2008,1.0
Canned potatoes,g,Very High,2008,5.0
Crisps and potato snacks,g,Low,2008,54.0
"Other potato products, frozen or not frozen",g,Medium,2008,43.0
Fresh green vegetables,g,Low,2008,203.0
Fresh cabbages,g,Medium,2008,39.0
Fresh brussels sprouts,g,High,2008,13.0
Fresh cauliflower,g,Medium,2008,66.0
Leafy salads fresh,g,Low,2008,53.0
Lettuce and leafy salads,g,Medium,2008,37.0
Prepared lettuce salads,g,Medium,2008,16.0
Fresh peas,g,High,2008,5.0
Fresh beans,g,Medium,2008,20.0
Other fresh green vegetables,g,Medium,2008,6.0
Other fresh vegetables,g,Low,2008,557.0
Fresh carrots,g,Low,2008,108.0
Fresh turnips and swede,g,High,2008,19.0
Other fresh root vegetables,g,Medium,2008,39.0
"Fresh onions, leeks and shallots",g,Low,2008,113.0
Fresh cucumbers,g,Low,2008,39.0
Fresh mushrooms,g,Low,2008,34.0
Fresh tomatoes,g,Low,2008,89.0
Miscellaneous fresh vegtables,g,Low,2008,116.0
"Fresh vegetable stewpack, stirfry pack etc.",g,High,2008,31.0
Fresh stem vegetables,g,Medium,2008,22.0
"Fresh marrow, courgettes, aubergine, pumpkin and other vegetables",g,Medium,2008,58.0
Fresh herbs,g,Medium,2008,4.0
"Tomatoes, canned or bottled",g,Medium,2008,54.0
"Peas, canned",g,Medium,2008,21.0
Beans canned,g,Medium,2008,108.0
Baked beans in sauce,g,Medium,2008,95.0
Other canned beans and pulses,g,Medium,2008,14.0
Other canned vegetables,g,Medium,2008,22.0
Dried pulses other than air-dried,g,Very High,2008,11.0
Air-dried vegetables,g,Very High,2008,0.0
Vegetable juices and purees,ml,High,2008,9.0
Tomato puree and vegetable purees,ml,Medium,2008,4.0
"Vegetable juices eg tomato juice, carrot juice",ml,Very High,2008,5.0
"Peas, frozen",g,Medium,2008,30.0
"Beans, frozen",g,Very High,2008,4.0
Ready meals and other vegetable products (inc takeaways),g,Low,2008,62.0
"Ready meals and other vegetable products, frozen or not frozen",g,Low,2008,52.0
All vegetable takeaway products,g,High,2008,9.0
Other frozen vegetables,g,Medium,2008,36.0
Fresh and processed fruit,g,Low,2008,1199.0
Fresh fruit,g,Low,2008,790.0
Fresh oranges,g,Medium,2008,49.0
Other fresh citrus fruits,g,Low,2008,83.0
Fresh apples,g,Low,2008,162.0
Fresh pears,g,Medium,2008,42.0
Fresh stone fruit,g,Medium,2008,60.0
Fresh grapes,g,Low,2008,58.0
Other fresh soft fruit,g,Low,2008,44.0
Fresh bananas,g,Low,2008,219.0
Fresh melons,g,High,2008,33.0
Other fresh fruit,g,Medium,2008,41.0
Processed fruit and fruit products,g,Low,2008,409.0
"Tinned peaches, pears and pineapples",g,High,2008,12.0
All other tinned or bottled fruit,g,High,2008,20.0
Dried fruit,g,High,2008,21.0
"Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits",g,High,2008,3.0
"Nuts, edible seeds and peanut butter",g,Medium,2008,28.0
Nuts and edible seeds,g,Medium,2008,25.0
Peanut butter,g,High,2008,3.0
Pure fruit juices [note 8],ml,Medium,2008,325.0
Bread,g,Very Low,2008,659.0
white bread,g,Low,2008,301.0
"White bread, standard, unsliced",g,High,2008,33.0
"White bread, standard, sliced",g,Low,2008,264.0
"White bread, premium, sliced and unsliced",g,High,2008,2.0
"White bread, soft grain, sliced and unsliced",g,High,2008,2.0
Brown and wholemeal bread,g,Low,2008,168.0
"Brown bread, sliced and unsliced",g,High,2008,39.0
"Wholemeal and granary bread, sliced and unsliced",g,Medium,2008,130.0
Total other bread,g,Low,2008,190.0
"Rolls - white, brown or wholemeal",g,Medium,2008,70.0
Malt bread and fruit loaves,g,High,2008,9.0
Vienna and french bread,g,Medium,2008,27.0
Starch reduced bread and rolls,g,High,2008,11.0
Other breads,g,Low,2008,58.0
Sandwiches,g,High,2008,10.0
Sandwiches from takeaway,g,High,2008,3.0
Takeaway breads,g,High,2008,2.0
Flour,g,High,2008,63.0
"Cakes, buns and pastries",g,Low,2008,153.0
"Buns, scones and teacakes",g,Low,2008,43.0
Cakes and pastries,g,Low,2008,111.0
"Cakes and pastries, not frozen",g,Low,2008,110.0
Takeaway pastries,g,High,2008,1.0
Biscuits and crispbreads,g,Low,2008,170.0
Crispbread,g,Medium,2008,6.0
Biscuits other than chocolate,g,Low,2008,110.0
Sweet biscuits (not chocolate) and cereal bars,g,Low,2008,99.0
Cream crackers and other unsweetened biscuits,g,Medium,2008,12.0
Chocolate biscuits,g,Low,2008,53.0
Other cereals and cereal products,g,Very Low,2008,535.0
Oatmeal and oat products,g,Medium,2008,20.0
Breakfast cereals,g,Low,2008,130.0
Muesli,g,Medium,2008,18.0
High fibre breakfast cereals,g,Medium,2008,54.0
Sweetened breakfast cereals,g,Medium,2008,33.0
Other breakfast cereals,g,Medium,2008,25.0
Canned milk puddings,g,Medium,2008,29.0
Canned or fresh carton custard,g,Medium,2008,17.0
All canned milk puddings,g,High,2008,11.0
Puddings,g,High,2008,11.0
Rice,g,Medium,2008,90.0
Dried rice,g,High,2008,63.0
Cooked rice,g,Medium,2008,11.0
Takeaway rice,g,Medium,2008,16.0
"Invalid foods, slimming foods and sports foods",g,Very High,2008,3.0
Infant cereal foods,g,Very High,2008,1.0
Cakes and pastries - frozen,g,High,2008,10.0
Pasta,g,Low,2008,91.0
Canned pasta,g,High,2008,25.0
Dried and fresh pasta,g,Medium,2008,66.0
Takeaway pasta and noodles,g,Very High,2008,1.0
Pizza,g,Low,2008,70.0
"Pizzas, frozen and not frozen",g,Medium,2008,49.0
Takeaway pizza,g,High,2008,20.0
Other cereal convenience foods,g,Low,2008,75.0
"Cake, pudding and dessert mixes",g,High,2008,6.0
Cereal snacks,g,Medium,2008,17.0
"Quiches and flans, frozen and not frozen",g,High,2008,12.0
"Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers",g,Very High,2008,1.0
"Other cereal foods, frozen and not frozen",g,Low,2008,39.0
Other cereals,g,Very High,2008,6.0
Beverages,g,Low,2008,55.0
Tea,g,Medium,2008,30.0
Coffee beans and ground coffee,g,Medium,2008,3.0
Instant coffee,g,Medium,2008,14.0
Coffee essences,ml,Very High,2008,0.0
Tea and coffee from takeaway,ml,Very High,2008,0.0
Cocoa and chocolate drinks,g,High,2008,5.0
Malt drinks and chocolate versions of malted drinks,g,Very High,2008,2.0
Other food and drink,g,Medium,2008,675.0
Mineral or spring waters,ml,High,2008,225.0
Baby foods,g,Very High,2008,9.0
Soups - canned or cartons,g,Medium,2008,76.0
Soups - dehydrated or powdered,g,Very High,2008,4.0
Soups - from takeaway,g,Very High,2008,0.0
Other takeaway food brought home,g,Very High,2008,0.0
Meals on wheels - items not specified,g,Very High,2008,1.0
Spreads and dressings,g,Low,2008,41.0
Salad dressings,g,Low,2008,35.0
Other spreads and dresssings,g,High,2008,6.0
Pickles and sauces,g,Low,2008,130.0
Pickles,g,High,2008,13.0
Sauces,g,Low,2008,117.0
Takeaway sauces and mayonnnaise,g,High,2008,1.0
Stock cubes and meat and yeast extracts,g,High,2008,4.0
Jelly squares or crystals,g,High,2008,5.0
Ice cream tub or block,ml,Medium,2008,98.0
Ice cream products including takeaways,ml,Medium,2008,67.0
"Ice cream cornets, choc-ices, lollies with ice cream",ml,Medium,2008,42.0
"Ice lollies, sorbet, frozen mousse, frozen yoghurt",ml,High,2008,24.0
"Takeaway ice cream, ice cream products, milkshakes",ml,Very High,2008,2.0
Salt,g,High,2008,9.0
Soya and novel protein foods,g,High,2008,6.0
Soft drinks,ml,Low,2008,1682.0
"Soft drinks, concentrated, not low calorie [note 10]",ml,High,2008,587.0
"Soft drinks, not concentrated,  not low calorie",ml,Medium,2008,606.0
"Soft drinks, concentrated, low calorie [note 10]",ml,Medium,2008,168.0
"Soft drinks, not concentrated, low calorie",ml,Medium,2008,321.0
Confectionery,g,Low,2008,131.0
Chocolate bars - solid,g,Low,2008,31.0
Chocolate bars - filled,g,Low,2008,57.0
Chewing gum,g,High,2008,3.0
Mints and boiled sweets,g,Low,2008,37.0
Mints,g,High,2008,4.0
Boiled sweets,g,Low,2008,33.0
"Fudges, toffees, caramels",g,High,2008,3.0
Takeaway confectionery,g,Very High,2008,0.0
Alcoholic drinks,ml,Medium,2008,706.0
Beers,ml,High,2008,86.0
Lagers and continental beers,ml,Medium,2008,264.0
Ciders and perry,ml,High,2008,69.0
Wine and champagne,ml,Medium,2008,232.0
"Champagne, sparkling wines and wine with mixer",ml,High,2008,8.0
Table wine,ml,Medium,2008,224.0
Spirits with mixer,ml,Very High,2008,0.0
Fortified wines,ml,Very High,2008,10.0
Spirits,ml,Medium,2008,31.0
Liqueurs and cocktails,ml,High,2008,7.0
Alcopops,ml,Very High,2008,8.0
,,,2008,
Milk and milk products excluding cheese,ml,Very Low,2009,2003.0
"Liquid wholemilk, including school and welfare",ml,Medium,2009,421.0
"Liquid wholemilk, full price",ml,Medium,2009,412.0
UHT milk,ml,Very High,2009,10.0
Sterilised,ml,,2009,2.0
Pasteurised/ homogenised,ml,Medium,2009,400.0
School milk ,ml,,2009,
Welfare milk,ml,,2009,9.0
Other milk and cream,ml,Low,2009,1583.0
Skimmed milks,ml,Low,2009,1156.0
Fully skimmed milk,ml,Medium,2009,165.0
Semi-skimmed milk,ml,Low,2009,991.0
Condensed or evaporated milk,eq ml,High,2009,16.0
Infant milks,eq ml,Very High,2009,69.0
Infant or baby milks - ready to drink,eq ml,Very High,2009,5.0
Infant or baby milks - dried,eq ml,Very High,2009,64.0
Instant dried milk,eq ml,Very High,2009,10.0
Yoghurt and fromage frais,ml,Low,2009,203.0
Yoghurt,ml,Low,2009,182.0
Fromage frais,ml,High,2009,21.0
Other milks and dairy desserts,ml,Medium,2009,104.0
Dairy desserts - not frozen,ml,Medium,2009,44.0
Dried milk products,ml,Very High,2009,2.0
Milk drinks and other milks ,ml,High,2009,30.0
Non-dairy milk substitutes ,ml,Medium,2009,28.0
Cream,ml,Medium,2009,23.0
Cheese,g,Low,2009,116.0
Natural cheese,g,Low,2009,105.0
Hard cheese - cheddar type,g,Low,2009,68.0
Hard cheese - other uk or foreign equivalent,g,High,2009,10.0
Hard cheese - edam or other foreign,g,Medium,2009,8.0
Cottage cheese,g,High,2009,4.0
Soft natural cheese,g,Medium,2009,16.0
Processed cheese,g,Medium,2009,11.0
Carcase meat,g,Low,2009,212.0
Beef and veal,g,Low,2009,112.0
Beef joints - on the bone,g,Very High,2009,1.0
Beef joints - boned,g,High,2009,21.0
Beef steak - less expensive,g,Medium,2009,18.0
Beef steak - more expensive,g,High,2009,19.0
Minced beef,g,Medium,2009,51.0
All other beef and veal,g,Very High,2009,1.0
Mutton and lamb,g,High,2009,46.0
Mutton,g,Very High,2009,0.0
Lamb joints,g,Very High,2009,25.0
Lamb chops,g,High,2009,14.0
All other lamb,g,Very High,2009,8.0
Pork,g,Medium,2009,54.0
Pork joints,g,High,2009,19.0
Pork chops,g,High,2009,14.0
Pork fillets and steaks,g,High,2009,12.0
All other pork,g,High,2009,10.0
Non-carcase meat and meat products,g,Very Low,2009,787.0
Liver,g,Very High,2009,3.0
Ox liver,g,Very High,2009,0.0
Lambs liver,g,Very High,2009,2.0
Pigs liver,g,Very High,2009,1.0
All other liver,g,Very High,2009,1.0
All offal other than liver,g,Very High,2009,2.0
"Bacon and ham, uncooked",g,Medium,2009,68.0
"Bacon and ham joints, uncooked",g,High,2009,22.0
"Bacon and ham rashers, uncooked",g,Low,2009,46.0
"Bacon and ham, cooked",g,Low,2009,43.0
Cooked poultry not purchased in cans,g,Medium,2009,41.0
"Chicken and turkey, cooked",g,Medium,2009,36.0
Takeaway chicken,g,High,2009,6.0
"Corned beef, canned or sliced",g,Medium,2009,11.0
Other cooked meat,g,Medium,2009,13.0
Other canned meat and canned meat products,g,High,2009,27.0
"Chicken, uncooked - whole chicken or chicken pieces",g,Low,2009,183.0
"Other poultry, uncooked (including frozen)",g,High,2009,22.0
"Turkey, uncooked - whole turkey or turkey pieces",g,High,2009,17.0
"Poultry other than chicken or turkey, uncooked",g,Very High,2009,5.0
"Other fresh, chilled and frozen meat",g,Very High,2009,1.0
"Sausages, uncooked - pork",g,Low,2009,61.0
"Sausages, uncooked - beef and other sausages",g,High,2009,4.0
"Meat pies and sausage rolls, ready to eat",g,Medium,2009,23.0
"Meat pies, ready to eat",g,Medium,2009,12.0
"Sausage rolls, ready to eat",g,Medium,2009,11.0
"Meat pies, pasties and puddings, frozen or not frozen",g,Medium,2009,49.0
"Burgers, frozen or not frozen",g,Medium,2009,20.0
Ready meals and convenience meat products,g,Low,2009,151.0
"Complete meat-based ready meals, frozen or not frozen",g,Medium,2009,86.0
"Other convenience meat products, frozen or not frozen",g,Medium,2009,66.0
Pate and delicatessen type sausage,g,Medium,2009,13.0
Pate,g,High,2009,3.0
Delicatessen type sausages,g,Medium,2009,9.0
Meat pastes and spreads,g,Very High,2009,1.0
Takeaway meats,g,Medium,2009,51.0
Takeaway meat pies and pasties,g,Very High,2009,2.0
Takeaway burger and bun,g,High,2009,4.0
Takeaway kebabs,g,High,2009,8.0
Takeaway sausages and saveloys,g,High,2009,2.0
Takeaway meat based meals,g,Medium,2009,35.0
Takeaway miscellaneous meats,g,Very High,2009,0.0
Fish,g,Low,2009,158.0
"White fish, fresh, chilled or frozen",g,High,2009,23.0
"White fish, fresh or chilled",g,High,2009,15.0
"White fish, frozen",g,Very High,2009,8.0
"Herrings and other blue fish, fresh, chilled or frozen",g,High,2009,6.0
"Herrings and other blue fish, fresh or chilled",g,Very High,2009,5.0
"Herrings and other blue fish, frozen",g,Very High,2009,1.0
"Salmon, fresh, chilled or frozen",g,Medium,2009,13.0
"Salmon, fresh or chilled",g,Medium,2009,11.0
"Salmon, frozen",g,Very High,2009,2.0
"Blue fish, dried or salted or smoked",g,High,2009,6.0
"White fish, dried, salted or smoked",g,Very High,2009,4.0
Shellfish,g,High,2009,14.0
"Shellfish, fresh or chilled",g,High,2009,8.0
"Shellfish, frozen",g,High,2009,6.0
Takeaway fish,g,High,2009,9.0
"Salmon, tinned",g,Very High,2009,4.0
Other tinned or bottled fish,g,Medium,2009,27.0
Ready meals and other fish products - frozen or not frozen,g,Medium,2009,50.0
Takeaway fish meals and fish products,g,High,2009,2.0
Takeaway fish products,g,Very High,2009,1.0
Takeaway fish based meals,g,Very High,2009,2.0
Eggs,no.,Low,2009,2.0
Fats,g,Low,2009,181.0
Butter,g,Medium,2009,39.0
Margarine,g,Medium,2009,24.0
Soft margarine,g,Medium,2009,22.0
Other margarine,g,Very High,2009,2.0
"Lard, cooking fat",g,Very High,2009,3.0
Vegetable and salad oils,ml,High,2009,60.0
Olive oil,ml,High,2009,14.0
Other vegetable and salad oils,ml,High,2009,46.0
